,model_name,model_type,z_dim,r2_train_all,r2_test_all,r2_train_sim,r2_test_sim,r2_train_exp,r2_test_exp
0,microBERT_model_task_id_42.pth,MCR,12,0.0413104234633576,0.0406461899663279,-0.0381542608575995,-0.0379479782023015,0.0400564561216735,0.039654485722249
0,microBERT_model_task_id_45.pth,MCR,12,0.0409897777585989,0.0402063332474517,-0.0400467704020184,-0.0400760475842918,0.040185179735753,0.0396111531609807
0,microBERT_model_task_id_189.pth,MCR,12,0.918564299019149,0.9177297600259564,0.93730217386421,0.936559276705975,0.91128258239131,0.910590935901372
0,microBERT_model_task_id_118.pth,MCR,12,0.041495262583547,0.0408110211218936,-0.0396301577261981,-0.0394200249342635,0.0407126014273947,0.0402777542345158
0,microBERT_model_task_id_190.pth,MCR,12,0.9218825588307424,0.92110512942608,0.9411426929981962,0.9405611881243638,0.9145294959199992,0.913897314711312
0,microBERT_model_task_id_114.pth,MCR,12,0.9302837370283682,0.9293724030042824,0.9465166827312622,0.94583123358039,0.923986404913403,0.9232005886317703
0,microBERT_model_task_id_191.pth,MCR,12,0.9262025724693594,0.9253558900682988,0.9421647741525576,0.9416261791371388,0.9198607048869054,0.9192217227095508
0,microBERT_model_task_id_187.pth,MCR,12,0.932535608786332,0.9316826405522116,0.9494075040948028,0.94882507566184,0.9261057805328272,0.9254091955841756
0,microBERT_model_task_id_117.pth,MCR,12,0.9260874031432952,0.924978964506134,0.9438444491125308,0.9431860492633616,0.9192413000424442,0.9182856154494567
0,microBERT_model_task_id_43.pth,MCR,12,0.0409208638400382,0.0403128958978714,-0.0264397431280398,-0.0261122419056112,0.0362432139593653,0.0359827301029738
0,microBERT_model_task_id_32.pth,MCR,16,0.0411200783094243,0.0405493396863364,-0.0273114384279855,-0.0270122074587584,0.036757097391846,0.0365052997082092
0,microBERT_model_task_id_110.pth,MCR,16,0.0403967221005466,0.0395929042773817,-0.0496014191991416,-0.0495441673775809,0.0420830502051706,0.0414946370591258
0,microBERT_model_task_id_39.pth,MCR,16,0.0416763834128196,0.0409430242974142,-0.040154560397472,-0.0400144409292959,0.0410991614398168,0.0406038635105998
0,microBERT_model_task_id_179.pth,MCR,16,0.9568776370379676,0.95569289203929,0.9622446902643425,0.961888190833601,0.9542561311763756,0.953126123191992
0,microBERT_model_task_id_31.pth,MCR,16,0.0415520887051505,0.0408101935691729,-0.042479032175817,-0.0423293077640798,0.0415865192640577,0.0410884325610139
0,microBERT_model_task_id_174.pth,MCR,16,0.9442570977084068,0.943506563847704,0.9529038792227382,0.9522878047527286,0.9404359648785076,0.9398019515891828
0,microBERT_model_task_id_30.pth,MCR,16,0.0415204314704721,0.0408435943741016,-0.0372215432818396,-0.0370458110950546,0.040069551105207,0.0396567321483236
0,microBERT_model_task_id_106.pth,MCR,16,0.0409538929110782,0.0402277513138605,-0.0423562999443891,-0.0422561581533422,0.0407772494544103,0.0402850909316618
0,microBERT_model_task_id_40.pth,MCR,16,0.0415875641888376,0.0409070498401379,-0.0385704620001337,-0.0383652006817734,0.0405336408917149,0.0401163993303501
0,microBERT_model_task_id_108.pth,MCR,16,0.9487851933448876,0.9476605404413756,0.956636963512201,0.9562633341409008,0.9452733699524312,0.9442057488523122
0,microBERT_model_task_id_112.pth,MCR,16,0.0413231296542953,0.0406157405904938,-0.0341194862314984,-0.0339097539658519,0.0389372644981278,0.0385005760815914
0,microBERT_model_task_id_104.pth,MCR,16,0.0416191470779979,0.0409348611718711,-0.0372955005489821,-0.0371616629133866,0.0402242336495399,0.0397876828422525
0,microBERT_model_task_id_102.pth,MCR,16,0.9593083583537244,0.958198337056372,0.9647977164990184,0.964476627517603,0.9567172807666736,0.955648162844296
0,microBERT_model_task_id_184.pth,MCR,16,0.9511893509908552,0.9503866237677988,0.9584079245223568,0.9578934363621996,0.9479351867876272,0.947219358279868
0,microBERT_model_task_id_185.pth,MCR,16,0.945404265391407,0.9444986259292698,0.9541599782610164,0.9536522672376808,0.9415678055436852,0.9407656479318578
0,microBERT_model_task_id_113.pth,MCR,16,0.0410997193113157,0.0403552321770562,-0.04032926833944,-0.0401470072628702,0.0403920317317237,0.0398888445823151
0,microBERT_model_task_id_182.pth,MCR,16,0.9623791811964792,0.9615107651198344,0.9686956587343224,0.968486171084685,0.9596213748818732,0.9588852488599842
0,microBERT_model_task_id_180.pth,MCR,16,0.9541696647805008,0.953540790360043,0.9623602018541664,0.9618795145484548,0.9507144586453224,0.9502224847964033
0,microBERT_model_task_id_34.pth,MCR,16,0.0414854312891336,0.0407845546332736,-0.0377246628881151,-0.0374773816207532,0.0401580479995393,0.0397284748465349
0,microBERT_model_task_id_175.pth,MCR,16,0.9539014798742688,0.953040048790868,0.9622457678637304,0.961783958722312,0.9503885235209631,0.9496287793218112
0,microBERT_model_task_id_176.pth,MCR,16,0.9431878745479092,0.94211951103927,0.9513715004927604,0.9506898918332536,0.9394624781359256,0.9384726757208915
0,microBERT_model_task_id_177.pth,MCR,16,0.9519540784045032,0.9512519533972268,0.9580390318772092,0.9574964119088616,0.9490483394054008,0.9484119480558846
0,microBERT_model_task_id_111.pth,MCR,16,0.956174349379966,0.9550396583740778,0.9626910554843904,0.962442698753148,0.9532200384963444,0.9520914372074112
0,microBERT_model_task_id_107.pth,MCR,16,0.0411096783934639,0.0403523883202242,-0.0400779017809176,-0.0399528016153398,0.0403355623163151,0.039826561356705
0,microBERT_model_task_id_109.pth,MCR,16,0.0412819547610917,0.0406421416594752,-0.0306034528911889,-0.0303957022861756,0.037896424341541,0.0375547185202849
0,microBERT_model_task_id_33.pth,MCR,16,0.0415876479174258,0.0409418436984784,-0.0361706350889401,-0.0360169955515854,0.0398634143563515,0.039493111459318
0,microBERT_model_task_id_178.pth,MCR,16,0.9464441565987244,0.9454610395034632,0.9541035096841434,0.9535850518643731,0.942945149524994,0.942021859423818
0,microBERT_model_task_id_103.pth,MCR,16,0.0409539162167954,0.0403367002265537,-0.0314643069180011,-0.0313183259326805,0.0377180667884328,0.0373814800520949
0,microBERT_model_task_id_36.pth,MCR,16,0.0413050873666918,0.0406113266768337,-0.0364380262498256,-0.0361555705764664,0.0395579706160396,0.039147917430399
0,microBERT_model_task_id_38.pth,MCR,16,0.0415189915477285,0.0408934478925229,-0.0352704146190541,-0.0350283078081721,0.0395161239366201,0.0391740557938186
0,microBERT_model_task_id_105.pth,MCR,16,0.9434758322364052,0.9425389570865812,0.9525919423547156,0.9521836413970672,0.9394907921230302,0.9386222249022964
0,microBERT_model_task_id_181.pth,MCR,16,0.9557134372802184,0.9548323395240216,0.962284207639606,0.961951701105894,0.9527368648098276,0.951941272642506
0,microBERT_model_task_id_183.pth,MCR,16,0.9505436882356652,0.9498902052925884,0.9592520159778996,0.9587631359991649,0.9468479026681872,0.9463600751762496
0,microBERT_model_task_id_35.pth,MCR,16,0.0412398831496203,0.040693380040052,-0.0274994349701247,-0.0272017320161677,0.0369664421448318,0.036745091260782
0,microBERT_model_task_id_162.pth,MCR,20,0.9707141018706612,0.9699508183614896,0.9697684729993103,0.9694193719718892,0.9702232187788808,0.9695276772065526
0,microBERT_model_task_id_95.pth,MCR,20,0.0408449022665396,0.0402141907619775,-0.0336064987401869,-0.0335713849815866,0.0381851651370352,0.0378183485701303
0,microBERT_model_task_id_26.pth,MCR,20,0.0416655945003999,0.0409706177063249,-0.037058446225467,-0.0369507847321299,0.0402167432363733,0.0397817198048318
0,microBERT_model_task_id_18.pth,MCR,20,0.0414894361914894,0.0408409221294812,-0.0335993611664438,-0.0334128425847597,0.0390111209471598,0.0386441471207947
0,microBERT_model_task_id_92.pth,MCR,20,0.0411893488545845,0.0405254424308242,-0.0377512426409225,-0.0375152180921061,0.0397833870210059,0.0393839977319889
0,microBERT_model_task_id_100.pth,MCR,20,0.0408295148164713,0.0401896523322266,-0.0392333853129944,-0.0390838302311984,0.0397396337746944,0.0393446627499805
0,microBERT_model_task_id_21.pth,MCR,20,0.0416716290198918,0.0409943895303565,-0.0380738728175897,-0.0379314368646754,0.040508974051847,0.0400891166456349
0,microBERT_model_task_id_93.pth,MCR,20,0.9739491766314112,0.9726521762732518,0.971056070191109,0.9707368092726564,0.9740817314940636,0.9726909182161864
